registration,vote_intention,vote_2020,employment,foreign_born,sex,household_income,education,state,age,agegroup,race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,NY,42,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$65,000 to $69,999","Completed some graduate, but no degree",GA,19,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,VA,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IN,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$35,000 to $39,999",Completed some high school,MD,29,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$50,000 to $54,999",Associate Degree,CA,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$250,000 and above",Masters degree,NJ,31,40 or less,Chinese
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$30,000 to $34,999",Associate Degree,FL,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"Less than $14,999",Completed some high school,TX,42,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,WI,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999",High school graduate,FL,19,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Other:,The United States,Male,"Less than $14,999","Completed some college, but no degree",MI,62,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,Another country,Female,"Less than $14,999","Completed some college, but no degree",VA,19,40 or less,Other race
Don't know,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$45,000 to $49,999",High school graduate,VA,20,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$40,000 to $44,999",Associate Degree,CA,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999","Completed some college, but no degree",IA,19,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,OH,42,40 to 60,White
Don't know,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$60,000 to $64,999",High school graduate,VA,42,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$25,000 to $29,999",Completed some high school,MI,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NJ,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$75,000 to $79,999",Masters degree,CA,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"Less than $14,999",Completed some high school,TN,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,NY,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MO,25,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",OH,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"Less than $14,999",Associate Degree,TX,25,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$125,000 to $149,999",High school graduate,MD,70,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$45,000 to $49,999","Completed some college, but no degree",AZ,82,above 80,White
Not registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",OH,70,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",ME,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NJ,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",WI,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",SC,51,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$45,000 to $49,999",High school graduate,ID,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",LA,34,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",FL,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Male,"$45,000 to $49,999",High school graduate,MO,31,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$200,000 to $249,999",High school graduate,CO,18,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",PA,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NH,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,37,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NC,44,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$35,000 to $39,999",High school graduate,VA,54,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"Less than $14,999","Completed some college, but no degree",FL,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$25,000 to $29,999","Completed some college, but no degree",NE,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,CA,42,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",TX,24,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$20,000 to $24,999",Completed some high school,OR,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,77,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Female,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",PA,44,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",WA,75,60 to 80,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",CA,18,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",FL,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$65,000 to $69,999",Completed some high school,CA,32,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,CA,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Female,"$50,000 to $54,999",Other post high school vocational training,AZ,53,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,NY,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999",Completed some high school,TX,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",TX,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$70,000 to $74,999",Masters degree,FL,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$40,000 to $44,999","Completed some college, but no degree",CA,44,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"Less than $14,999",High school graduate,CO,57,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$70,000 to $74,999","Completed some college, but no degree",FL,24,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$60,000 to $64,999","Completed some college, but no degree",MD,65,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"Less than $14,999",Associate Degree,NY,20,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,32,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",NC,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$45,000 to $49,999",Doctorate degree,OH,55,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Female,"$35,000 to $39,999","Completed some college, but no degree",TX,20,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",CA,52,40 to 60,White
Not registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"Less than $14,999","Completed some college, but no degree",FL,20,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$100,000 to $124,999",High school graduate,NC,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IA,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999",High school graduate,GA,78,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Female,"$30,000 to $34,999",Other post high school vocational training,AZ,54,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",SC,37,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$75,000 to $79,999",Associate Degree,OH,76,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,VA,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999","Completed some college, but no degree",IN,71,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,GA,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$125,000 to $149,999",High school graduate,MA,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",MD,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$55,000 to $59,999",High school graduate,OH,37,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Masters degree,NC,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",WI,21,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"Less than $14,999",High school graduate,IL,25,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",CA,32,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999",Masters degree,NY,35,40 or less,White
